rtime,src,dst,sp,dp,size,tag
423291,12,13,40477,46994,921112,102
423296,12,11,40477,46994,921632,102
423298,53,51,38728,9371,5338770,149
423299,13,11,40477,46994,918839,102
423314,12,11,40477,46994,920114,102
423316,13,11,40477,46994,918874,102
423320,12,13,40477,46994,918567,102
423328,11,13,40477,46994,919335,102
423335,13,11,40477,46994,919687,102
423339,12,13,40477,46994,917688,102
423349,11,13,40477,46994,920764,102
423354,12,11,40477,46994,919814,102
423365,11,13,40477,46994,916840,102
423366,12,13,40477,46994,915172,102
423369,22,23,13486,48622,8978443,156
423369,53,52,38728,9371,5331467,149
423387,52,51,38728,9371,5344719,149
423421,53,52,38728,9371,5345274,149
423475,53,52,38728,9371,5334399,149
423489,23,21,13486,48622,8979534,156
423493,22,21,13486,48622,8993581,156
423513,13,12,40477,46994,918433,102
423516,11,12,40477,46994,920189,102
423522,21,23,13486,48622,8986940,156
423533,22,23,13486,48622,8987291,156
423544,13,12,40477,46994,920040,102
423546,11,12,40477,46994,920269,102
423582,51,53,38728,9371,5335057,149
423584,31,33,13785,57079,3955778,162
423584,52,53,38728,9371,5335373,149
423597,53,51,38728,9371,5333597,149
423597,52,51,38728,9371,5342287,149
423602,33,32,13785,57079,3966920,162
423605,32,33,13785,57079,3960691,162
423634,22,21,13486,48622,8991729,156
423664,51,53,38728,9371,5333415,149
423677,33,31,13785,57079,3958612,162
423692,32,31,13785,57079,3960898,162
423700,22,23,13486,48622,8992476,156
423708,52,53,38728,9371,5329619,149
423715,31,32,13785,57079,3958027,162
423754,52,51,38728,9371,5338923,149
423755,53,51,38728,9371,5331210,149
423766,31,32,13785,57079,3959236,162
423798,11,12,40477,46994,921577,102
423801,13,12,40477,46994,922793,102
423810,31,32,13785,57079,3957899,162
423816,11,12,40477,46994,920733,102
423817,33,32,13785,57079,3954218,162
423819,13,12,40477,46994,916758,102
423854,22,23,13486,48622,8977785,156
423948,21,23,13486,48622,8974673,156
424029,23,21,13486,48622,8972258,156
424087,21,23,13486,48622,8993378,156
424112,43,42,20273,53888,10464717,166
424145,23,21,13486,48622,8977776,156
424160,22,21,13486,48622,9004822,156
424213,43,42,20273,53888,10456307,166
424279,41,42,20273,53888,10460090,166
424305,22,21,13486,48622,8995154,156
424391,41,42,20273,53888,10463057,166
424435,21,22,13486,48622,8987381,156
424446,23,22,13486,48622,8977703,156
424458,23,21,13486,48622,8976668,156
424481,41,42,20273,53888,10465989,166
424586,11,13,40477,46994,918416,102
424586,12,13,40477,46994,920088,102
424611,11,13,40477,46994,922307,102
424612,12,13,40477,46994,917591,102
424622,12,11,40477,46994,918371,102
424625,13,11,40477,46994,918205,102
424666,12,11,40477,46994,918236,102
424667,13,11,40477,46994,916327,102
424668,11,13,40477,46994,914575,102
424668,12,13,40477,46994,919395,102
424684,13,11,40477,46994,914556,102
424689,12,11,40477,46994,918616,102
424693,12,13,40477,46994,918596,102
424696,13,11,40477,46994,917019,102
424696,11,13,40477,46994,919244,102
424708,12,11,40477,46994,919050,102
424892,43,42,20273,53888,10466730,166
425026,11,12,40477,46994,918219,102
425028,13,12,40477,46994,915193,102
425184,11,12,40477,46994,915018,102
425187,13,12,40477,46994,914682,102
425272,21,22,13486,48622,8990359,156
425278,23,22,13486,48622,8990400,156
425400,42,41,20273,53888,10460229,166
425404,11,12,40477,46994,917374,102
425406,13,12,40477,46994,915420,102
425454,11,12,40477,46994,920639,102
425456,13,12,40477,46994,915470,102
425680,43,41,20273,53888,10445614,166
425770,43,41,20273,53888,10447032,166
425784,42,41,20273,53888,10460342,166
425838,21,22,13486,48622,8988499,156
425864,31,32,13785,57079,3954436,162
425888,41,43,20273,53888,10461711,166
425904,42,43,20273,53888,10458838,166
426064,42,43,20273,53888,10463535,166
426117,41,43,20273,53888,10469000,166
426220,23,22,13486,48622,8969803,156
426390,21,22,13486,48622,8994516,156
426503,23,22,13486,48622,8988799,156
426955,13,11,40477,46994,1380527,103
426955,12,11,40477,46994,1381140,103
426959,12,13,40477,46994,1383029,103
426960,13,12,40477,46994,1383518,103
426961,11,13,40477,46994,1380204,103
426966,32,31,13785,57079,9719307,161
426977,13,11,40477,46994,1377458,103
426985,12,13,40477,46994,1383344,103
426986,11,12,40477,46994,1382306,103
426987,12,11,40477,46994,1380200,103
426997,12,13,40477,46994,1384502,103
427000,11,12,40477,46994,1380960,103
427004,13,11,40477,46994,1382117,103
427018,12,13,40477,46994,1379229,103
427048,13,12,40477,46994,1381925,103
427052,11,13,40477,46994,1380880,103
427055,11,12,40477,46994,1385692,103
427060,13,11,40477,46994,1378990,103
427062,12,11,40477,46994,1388468,103
427071,13,12,40477,46994,1381420,103
427077,11,13,40477,46994,1382904,103
427093,11,13,40477,46994,1380978,103
427094,13,12,40477,46994,1379705,103
427095,11,12,40477,46994,1380700,103
427106,12,11,40477,46994,1388424,103
427503,33,31,13785,57079,9724561,161
427504,33,32,13785,57079,3955185,162
427556,31,33,13785,57079,3961448,162
427627,43,42,20273,53888,10456307,166
427902,23,21,13486,48622,8976668,156
427909,32,33,13785,57079,3955575,162
427909,22,21,13486,48622,8995154,156
428058,31,33,13785,57079,3958468,162
428059,32,33,13785,57079,3957710,162
428277,11,13,40477,46994,1379553,103
428278,12,13,40477,46994,1386338,103
428296,11,13,40477,46994,1383847,103
428312,11,13,40477,46994,1386326,103
428320,12,13,40477,46994,1383804,103
428334,11,13,40477,46994,1379885,103
428362,12,13,40477,46994,1382257,103
428373,12,13,40477,46994,1378716,103
428374,12,11,40477,46994,1380311,103
428375,13,11,40477,46994,1382160,103
428398,12,11,40477,46994,1383368,103
428413,12,11,40477,46994,1386781,103
428419,13,11,40477,46994,1382620,103
428427,12,11,40477,46994,1384745,103
428444,13,11,40477,46994,1380588,103
428462,13,11,40477,46994,1385094,103
428544,11,12,40477,46994,1384062,103
428546,13,12,40477,46994,1381534,103
428594,11,12,40477,46994,1384572,103
428596,13,12,40477,46994,1383958,103
428646,13,12,40477,46994,1388972,103
428656,11,12,40477,46994,1386943,103
428683,11,12,40477,46994,1384323,103
428685,13,12,40477,46994,1379498,103
429011,33,31,13785,57079,9725314,161
429012,32,31,13785,57079,9729266,161
429032,23,22,13486,48622,8988799,156
429128,23,22,13486,48622,8969803,156
429415,21,22,13486,48622,8994516,156
429421,32,31,13785,57079,9739071,161
429508,32,31,13785,57079,9717972,161
429551,11,13,40477,46994,1381913,103
429552,12,13,40477,46994,1384467,103
429574,11,13,40477,46994,1388377,103
429588,12,13,40477,46994,1382498,103
429606,11,13,40477,46994,1377853,103
429606,12,13,40477,46994,1384313,103
429626,12,13,40477,46994,1384769,103
429716,33,31,13785,57079,9720189,161
429724,11,13,40477,46994,1383687,103
429763,12,11,40477,46994,1383285,103
429764,13,11,40477,46994,1383940,103
429788,12,11,40477,46994,1384000,103
429789,13,11,40477,46994,1377717,103
429800,33,31,13785,57079,9714600,161
429811,21,22,13486,48622,8988499,156
429813,12,11,40477,46994,1384237,103
429815,13,11,40477,46994,1375591,103
429837,12,11,40477,46994,1383783,103
429865,13,11,40477,46994,1381723,103
429911,33,32,13785,57079,9719090,161
430069,33,31,13785,57079,3960308,162
430119,11,12,40477,46994,1383166,103
430121,13,12,40477,46994,1378720,103
430210,32,31,13785,57079,3960602,162
430215,31,32,13785,57079,9733168,161
430291,11,12,40477,46994,1378469,103
430294,13,12,40477,46994,1376323,103
430383,11,12,40477,46994,1381239,103
430386,13,12,40477,46994,1376817,103
430409,11,12,40477,46994,1384914,103
430417,13,12,40477,46994,1377411,103
430547,33,32,13785,57079,9730086,161
430559,31,32,13785,57079,9722093,161
431044,31,32,13785,57079,9728908,161
431914,31,33,13785,57079,9748115,161
431965,11,13,40477,46994,1386637,104
431966,12,11,40477,46994,1384698,104
431967,13,11,40477,46994,1380767,104
431973,12,13,40477,46994,1381780,104
431984,13,11,40477,46994,1378668,104
431990,43,41,20273,53888,10447032,166
431992,11,13,40477,46994,1383721,104
432005,13,11,40477,46994,1381186,104
432007,12,11,40477,46994,1383863,104
432017,11,12,40477,46994,1382170,104
432024,12,11,40477,46994,1379443,104
432036,12,11,40477,46994,1383408,104
432038,11,12,40477,46994,1380681,104
432051,13,12,40477,46994,1383624,104
432052,12,13,40477,46994,1388760,104
432057,11,13,40477,46994,1383333,104
432059,13,11,40477,46994,1382928,104
432060,11,12,40477,46994,1381805,104
432078,11,12,40477,46994,1386210,104
432083,13,12,40477,46994,1382454,104
432083,11,13,40477,46994,1377792,104
432104,13,12,40477,46994,1381482,104
432121,13,12,40477,46994,1380059,104
432142,12,13,40477,46994,1388487,104
432154,12,13,40477,46994,1380384,104
432327,31,33,13785,57079,9741736,161
432409,13,11,40477,46994,1384010,104
432426,12,13,40477,46994,1387066,104
432441,12,13,40477,46994,1380615,104
432463,11,13,40477,46994,1383973,104
432465,12,13,40477,46994,1383452,104
432477,12,11,40477,46994,1386261,104
432489,12,13,40477,46994,1384920,104
432504,11,13,40477,46994,1386416,104
432508,13,11,40477,46994,1381594,104
432525,13,11,40477,46994,1380250,104
432532,12,11,40477,46994,1382019,104
432541,13,11,40477,46994,1385281,104
432546,11,12,40477,46994,1385289,104
432548,13,12,40477,46994,1384797,104
432570,11,12,40477,46994,1386876,104
432576,13,12,40477,46994,1389252,104
432580,12,11,40477,46994,1379222,104
432590,11,13,40477,46994,1376718,104
432592,12,11,40477,46994,1383590,104
432597,11,12,40477,46994,1384316,104
432598,13,12,40477,46994,1379921,104
432608,11,13,40477,46994,1378523,104
432616,13,12,40477,46994,1381705,104
432634,11,12,40477,46994,1384005,104
432678,32,33,13785,57079,9725107,161
432686,33,32,13785,57079,9709464,161
432725,11,13,40477,46994,1382242,104
432736,12,13,40477,46994,1384520,104
432744,12,11,40477,46994,1384448,104
432747,13,11,40477,46994,1382178,104
432757,12,13,40477,46994,1383041,104
432759,11,13,40477,46994,1388551,104
432772,11,13,40477,46994,1384005,104
432790,32,31,13785,57079,3952531,162
432791,33,31,13785,57079,3958723,162
432792,12,11,40477,46994,1384179,104
432797,12,13,40477,46994,1385703,104
432798,13,11,40477,46994,1378269,104
432801,11,13,40477,46994,1381422,104
432831,12,13,40477,46994,1383409,104
432836,12,11,40477,46994,1384345,104
432837,13,11,40477,46994,1376320,104
432838,32,33,13785,57079,9708864,161
432860,13,11,40477,46994,1381789,104
432861,33,31,13785,57079,3962227,162
432874,12,11,40477,46994,1383635,104
432884,42,41,20273,53888,10460342,166
432884,43,42,20273,53888,10466730,166
432885,41,42,20273,53888,10463057,166
432913,33,31,13785,57079,3952457,162
432917,32,31,13785,57079,3958048,162
432968,11,12,40477,46994,1383225,104
432972,13,12,40477,46994,1378940,104
432986,32,31,13785,57079,3958988,162
433011,43,42,20273,53888,10464717,166
433063,11,12,40477,46994,1378666,104
433066,13,12,40477,46994,1376625,104
433084,11,12,40477,46994,1381253,104
433115,11,12,40477,46994,1385048,104
433249,41,42,20273,53888,10465989,166
433290,13,12,40477,46994,1377164,104
433301,13,12,40477,46994,1377459,104
433370,41,42,20273,53888,10460090,166
434050,32,33,13785,57079,9722500,161
434103,31,33,13785,57079,9734714,161
434558,32,33,13785,57079,9727870,161
434609,31,33,13785,57079,9719127,161
435045,31,33,13785,57079,3961082,162
435047,32,33,13785,57079,3954417,162
435190,31,32,13785,57079,3958229,162
435190,33,32,13785,57079,3962151,162
435385,31,33,13785,57079,3960788,162
435386,32,33,13785,57079,3959806,162
435428,31,32,13785,57079,3960573,162
435428,33,32,13785,57079,3959896,162
435576,33,32,13785,57079,3958550,162
436004,33,32,13785,57079,9718609,161
436733,32,33,13785,57079,3961526,162
437243,32,33,13785,57079,3966755,162
437308,23,22,13486,48622,3680100,157
437310,23,21,13486,48622,3684339,157
437312,21,22,13486,48622,3684340,157
437313,22,21,13486,48622,3681710,157
437324,21,23,13486,48622,3677143,157
437361,23,21,13486,48622,3687279,157
437363,21,23,13486,48622,3682316,157
437398,21,23,13486,48622,3688313,157
437407,23,21,13486,48622,3688812,157
437431,21,23,13486,48622,3681313,157
437440,23,21,13486,48622,3685618,157
438479,31,32,13785,57079,3954730,162
438481,31,33,13785,57079,3957160,162
438539,31,32,13785,57079,9735306,161
438677,31,33,13785,57079,3963381,162
438921,21,22,13486,48622,3679564,157
439331,32,31,13785,57079,9721683,161
439334,33,31,13785,57079,9709912,161
439338,22,23,13486,48622,3685789,157
439358,23,22,13486,48622,3683619,157
439363,22,21,13486,48622,3679693,157
439378,21,22,13486,48622,3688251,157
439400,22,23,13486,48622,3685849,157
439431,22,21,13486,48622,3685167,157
439441,21,22,13486,48622,3684512,157
439471,22,23,13486,48622,3687436,157
439478,23,22,13486,48622,3681200,157
439505,22,21,13486,48622,3682901,157
439535,23,22,13486,48622,3682424,157
439545,22,23,13486,48622,3686179,157
440017,31,32,13785,57079,3959169,162
440018,33,32,13785,57079,3965595,162
442483,32,31,13785,57079,3960398,162
444056,41,42,20273,53888,4247469,167
444058,43,42,20273,53888,4243662,167
444061,42,41,20273,53888,4245197,167
444061,43,41,20273,53888,4241712,167
444071,41,43,20273,53888,4240538,167
444072,42,43,20273,53888,4241148,167
444136,43,41,20273,53888,4240104,167
444138,41,42,20273,53888,4243591,167
444146,41,43,20273,53888,4247140,167
444156,42,41,20273,53888,4246012,167
444166,43,42,20273,53888,4249682,167
444201,41,43,20273,53888,4238806,167
444219,42,43,20273,53888,4249027,167
444224,42,41,20273,53888,4247780,167
444236,33,31,13785,57079,3958084,162
444244,43,42,20273,53888,4241195,167
444283,43,42,20273,53888,4239325,167
444339,42,43,20273,53888,4237799,167
444378,42,43,20273,53888,4241884,167
444424,41,42,20273,53888,4242982,167
444432,42,41,20273,53888,4243401,167
444465,41,42,20273,53888,4243854,167
444613,43,41,20273,53888,4241544,167
444653,41,43,20273,53888,4236808,167
444654,43,41,20273,53888,4245673,167
445139,23,22,13486,48622,8992703,156
445140,21,22,13486,48622,8983897,156
445296,21,22,13486,48622,8995287,156
445297,23,22,13486,48622,8978780,156
445479,21,22,13486,48622,3684358,157
445935,21,22,13486,48622,3680282,157
446230,23,22,13486,48622,3678691,157
446269,23,22,13486,48622,3674868,157
446832,21,23,13486,48622,3685136,157
446833,22,23,13486,48622,3684980,157
447019,21,23,13486,48622,3684345,157
447020,22,23,13486,48622,3677854,157
447074,22,21,13486,48622,3687957,157
447207,23,21,13486,48622,3687160,157
447261,21,23,13486,48622,3690529,157
447315,22,23,13486,48622,3687154,157
447573,22,23,13486,48622,3676520,157
447732,21,23,13486,48622,3679648,157
447751,23,21,13486,48622,3683987,157
447753,22,21,13486,48622,3689905,157
447915,23,21,13486,48622,3683861,157
447946,23,21,13486,48622,3677494,157
448231,33,31,13785,57079,6039877,163
448235,32,31,13785,57079,6048778,163
448243,31,33,13785,57079,6041703,163
448249,23,22,13486,48622,3686575,157
448251,32,33,13785,57079,6048526,163
448273,31,32,13785,57079,6030214,163
448286,21,22,13486,48622,3682714,157
448306,22,21,13486,48622,3686474,157
448339,22,21,13486,48622,3688817,157
448364,31,32,13785,57079,6038240,163
448365,32,31,13785,57079,6034631,163
448416,31,32,13785,57079,6044832,163
448419,32,31,13785,57079,6030364,163
448555,33,31,13785,57079,6031329,163
448566,31,33,13785,57079,6038344,163
448613,33,31,13785,57079,6045408,163
448626,33,32,13785,57079,6044352,163
448636,31,33,13785,57079,6049315,163
448686,32,31,13785,57079,6032064,163
448704,32,33,13785,57079,6031404,163
448714,33,32,13785,57079,6037203,163
448738,33,31,13785,57079,6044773,163
448745,31,32,13785,57079,6040583,163
448757,31,33,13785,57079,6035548,163
448826,33,32,13785,57079,6041879,163
448827,32,33,13785,57079,6036726,163
448864,23,22,13486,48622,3680541,157
448865,21,22,13486,48622,3688001,157
448903,32,33,13785,57079,6045655,163
448912,33,32,13785,57079,6038571,163
451545,41,42,20273,53888,4243566,167
451592,41,42,20273,53888,4246807,167
451636,41,42,20273,53888,4242354,167
451840,43,42,20273,53888,4246023,167
451885,43,42,20273,53888,4243219,167
451926,43,42,20273,53888,4244587,167
451952,21,22,13486,48622,8988499,156
451960,23,22,13486,48622,8969803,156
451974,41,43,20273,53888,10471468,166
451981,42,43,20273,53888,10457834,166
452092,21,22,13486,48622,8994516,156
452097,41,43,20273,53888,4243546,167
452128,23,22,13486,48622,8988799,156
452169,41,43,20273,53888,4244057,167
452213,41,43,20273,53888,4241845,167
452248,42,43,20273,53888,4238451,167
452304,42,43,20273,53888,4239627,167
452344,42,43,20273,53888,4248542,167
452845,21,23,13486,48622,9000405,156
452858,22,23,13486,48622,8995134,156
452950,23,21,13486,48622,9002114,156
452994,21,23,13486,48622,8999230,156
453113,11,12,23635,34257,3339877,125
453120,13,11,23635,34257,2862355,125
453122,13,12,23635,34257,2872340,125
453149,11,13,23635,34257,3335246,125
453176,12,13,23635,34257,2372660,125
453178,12,11,23635,34257,2373226,125
453182,13,11,23635,34257,2863790,125
453184,11,12,23635,34257,3334123,125
453187,22,23,13486,48622,8981350,156
453200,13,12,23635,34257,2872204,125
453232,13,11,23635,34257,2862726,125
453235,11,13,23635,34257,3331894,125
453265,11,12,23635,34257,3333705,125
453269,22,23,13486,48622,8994736,156
453293,12,11,23635,34257,2377893,125
453294,13,12,23635,34257,2874617,125
453319,12,13,23635,34257,2375259,125
453331,12,11,23635,34257,2375022,125
453345,13,12,23635,34257,2856831,125
453351,11,13,23635,34257,3340490,125
453359,13,11,23635,34257,2864497,125
453368,12,11,23635,34257,2370887,125
453401,12,13,23635,34257,2378499,125
453408,11,12,23635,34257,3347834,125
453412,11,13,23635,34257,3332969,125
453433,21,23,13486,48622,8990760,156
453436,22,21,13486,48622,8979299,156
453447,12,13,23635,34257,2371146,125
453653,42,41,20273,53888,10474545,166
453706,22,21,13486,48622,8983630,156
453752,42,41,20273,53888,4247676,167
453788,42,41,20273,53888,4245021,167
453945,22,21,13486,48622,8985806,156
453978,23,21,13486,48622,9005762,156
453992,42,41,20273,53888,4246850,167
453997,41,42,20273,53888,10452338,166
454004,43,42,20273,53888,10448844,166
454019,43,41,20273,53888,10465626,166
454069,22,21,13486,48622,8993328,156
454098,21,23,13486,48622,8992751,156
454104,22,23,13486,48622,8997825,156
454118,43,41,20273,53888,4237641,167
454120,23,21,13486,48622,8984552,156
454155,43,41,20273,53888,4242521,167
454209,43,41,20273,53888,4245245,167
